Young Sheldon, (2017), 7.6 based on 65_801 user ratings, https://www.imdb.com/title/tt6226232/, https://m.media-amazon.com/images/M/MV5BZDg3MGNhYjItZGU2Yi00MzU4LWE4NGUtYjA2OTVjNGUyMjE4XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX45_CR0,0,45,67_AL_.jpg
The Sex Lives of College Girls, (2021), 7.8 based on 22_922 user ratings, https://www.imdb.com/title/tt11212276/, https://m.media-amazon.com/images/M/MV5BYjNmOWIyYTUtODcyOC00YzA5LWJhYzQtOGNhNmE4NjVlYjg0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY67_CR0,0,45,67_AL_.jpg
Chernobyl, (2019), 9.4 based on 768_262 user ratings, https://www.imdb.com/title/tt7366338/, https://m.media-amazon.com/images/M/MV5BZGQ2YmMxZmEtYjI5OS00NzlkLTlkNTEtYWMyMzkyMzc2MDU5XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX45_CR0,0,45,67_AL_.jpg
Only Murders in the Building, (2021), 8.1 based on 107_434 user ratings, https://www.imdb.com/title/tt12851524/, https://m.media-amazon.com/images/M/MV5BZTFmZWUwZmEtYzc4Ni00N2FmLTk1MmMtZmMyODYwZTNkY2EwXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY67_CR4,0,45,67_AL_.jpg
Euphoria, (2019), 8.4 based on 192_876 user ratings, https://www.imdb.com/title/tt8772296/, https://m.media-amazon.com/images/M/MV5BMDMzZDkyNzEtYTY5Ni00NzlhLWI4MzUtY2UzNjNmMjI1YzIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg
Death in Paradise, (2011), 7.8 based on 22_513 user ratings, https://www.imdb.com/title/tt1888075/, https://m.media-amazon.com/images/M/MV5BMTc5OTc3MjAwN15BMl5BanBnXkFtZTgwODAxMDQyMTE@._V1_UY67_CR0,0,45,67_AL_.jpg
The Last Kingdom, (2015), 8.5 based on 143_960 user ratings, https://www.imdb.com/title/tt4179452/, https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@._V1_UX45_CR0,0,45,67_AL_.jpg
Bones, (2005), 7.8 based on 162_738 user ratings, https://www.imdb.com/title/tt0460627/, https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_UX45_CR0,0,45,67_AL_.jpg
Big Sky, (2020), 6.8 based on 22_316 user ratings, https://www.imdb.com/title/tt11794642/, https://m.media-amazon.com/images/M/MV5BYTM2Y2NjZmMtZWZiZi00ZDAxLTgxODctMmFiOTI2ZjY3YWE5XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_UX45_CR0,0,45,67_AL_.jpg
The Lord of the Rings: The Rings of Power, (2022), 6.9 based on 318_115 user ratings, https://www.imdb.com/title/tt7631058/, https://m.media-amazon.com/images/M/MV5BNTg3NjcxYzgtYjljNC00Y2I2LWE3YmMtOTliZTkwYTE1MmZiXkEyXkFqcGdeQXVyNTY4NDc5MDE@._V1_UY67_CR4,0,45,67_AL_.jpg
Truth Be Told, (2019), 7.1 based on 14_055 user ratings, https://www.imdb.com/title/tt7821582/, https://m.media-amazon.com/images/M/MV5BOTM2ZTYxZjUtYmY3Yi00NjhhLTgwNWMtYmYyODVkZTU0ZGJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg
Midsomer Murders, (1997), 7.9 based on 34_621 user ratings, https://www.imdb.com/title/tt0118401/, https://m.media-amazon.com/images/M/MV5BMjA5MmM5NjEtYjY2Yy00MzVmLThkMTYtYzcxMGE5MGFjMDQ2XkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_UY67_CR5,0,45,67_AL_.jpg
Shameless, (2011), 8.6 based on 247_250 user ratings, https://www.imdb.com/title/tt1586680/, https://m.media-amazon.com/images/M/MV5BZDgxNjQ2MjMtMjk2Yi00M2Q2LWI0ZDktOGM1NWI5YWUzMjk4XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX45_CR0,0,45,67_AL_.jpg
The Wire, (2002), 9.3 based on 344_344 user ratings, https://www.imdb.com/title/tt0306414/, https://m.media-amazon.com/images/M/MV5BNTllYzFhMjAtZjExNS00MjM4LWE5YmMtOGFiZGRlOTU5YzJiXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX45_CR0,0,45,67_AL_.jpg
Seinfeld, (1989), 8.9 based on 324_107 user ratings, https://www.imdb.com/title/tt0098904/, https://m.media-amazon.com/images/M/MV5BZjZjMzQ2ZmUtZWEyZC00NWJiLWFjM2UtMzhmYzZmZDcxMzllXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY67_CR1,0,45,67_AL_.jpg
The Witcher, (2019), 8.1 based on 505_978 user ratings, https://www.imdb.com/title/tt5180504/, https://m.media-amazon.com/images/M/MV5BN2FiOWU4YzYtMzZiOS00MzcyLTlkOGEtOTgwZmEwMzAxMzA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY67_CR0,0,45,67_AL_.jpg
The Peripheral, (2022), 7.7 based on 61_651 user ratings, https://www.imdb.com/title/tt8291284/, https://m.media-amazon.com/images/M/MV5BNTlhMWQyYTAtZjFjMS00M2UzLThiNzMtNTVhN2FkZjAwZWY2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX45_CR0,0,45,67_AL_.jpg
